Word,Length,Freq_HAL,Log_Freq_HAL,MorphSp,POS
defendant's,11,377,5.93,{defend}>ant>>'s>,encl
defenseless,11,686,6.53,{defense}>less>,JJ
deferential,11,60,4.09,{de--fer}>ence>>ial>,JJ
crucifixion,11,477,6.17,{cruc--ifix}>ion>,NN
crystalline,11,907,6.81,{crystal}>ine>,JJ|NN
crystallite,11,0,0,{crystal}>ite>,NN
crystallize,11,59,4.08,{crystal}>ise>,VB
culminating,11,638,6.46,{culminate}>ing>,VB
culmination,11,523,6.26,{culminate}>ion>,NN
cultivating,11,365,5.9,{cultiv--ate}>ing>,VB
cultivation,11,689,6.54,{cultiv--ate}>ion>,NN
cunnilingus,11,235,5.46,{cunnilingus},NN
curriculums,11,160,5.08,{curricul--um}>s>,NN
customarily,11,173,5.15,{custom}>ary>>ly>,RB
customhouse,11,4,1.39,{custom}{house},NN
cylindrical,11,472,6.16,{cylindr--ic}>al>,JJ
dangerously,11,1121,7.02,{danger}>ous>>ly>,RB
countryside,11,1443,7.27,{country}{side},NN
countrywide,11,85,4.44,{country}{wide},RB|JJ
courteously,11,115,4.74,{courteous}>ly>,RB
courtliness,11,2,0.69,{court}>ly>>ness>,NN
craftsman's,11,7,1.95,{craft}>s>>man>>'s>,encl
cranberries,11,622,6.43,{cran--berry}>s>,NN
credentials,11,3362,8.12,{credential}>s>,NN
credibility,11,5766,8.66,{cred--ible}>ity>,NN
crematorium,11,149,5,{cremat--orium},NN
crestfallen,11,43,3.76,{crest}{fall}>en>,JJ
criminality,11,390,5.97,{crimin--al}>ity>,NN
criminology,11,348,5.85,{crimin--olog--y},NN
criticality,11,107,4.67,{critic}>al>>ity>,NN
criticizing,11,1486,7.3,{critic}>ise>>ing>,VB
Cromwellian,11,6,1.79,{crom--well}>ian>,JJ|NN
controversy,11,4452,8.4,{contro--versy},NN
convenience,11,5006,8.52,{con--ven--ience},NN
conventions,11,5503,8.61,{con--ven--tion}>s>,NN
convergence,11,1081,6.99,{con--verge}>ence>,NN
conversions,11,3012,8.01,{con--verse}>ion>>s>,NN
convertible,11,1385,7.23,{con--vert}>ible>,JJ|NN
convictions,11,1837,7.52,{convict}>ion>>s>,NN
convocation,11,472,6.16,{con--voc--ate}>ion>,NN
convolution,11,187,5.23,{con--volute}>ion>,NN
convulsions,11,514,6.24,{convulse}>ion>>s>,NN
cooperating,11,960,6.87,{co--oper--ate}>ing>,VB|NN|JJ
cooperation,11,9873,9.2,{co--oper--ate}>ion>,NN
cooperative,11,5258,8.57,{co--oper--ate}>ive>,JJ|NN
coordinated,11,2013,7.61,{co--ordin--ate}>ed>,VB
coordinates,11,3736,8.23,{co--ordin--ate}>s>,VB
coordinator,11,7492,8.92,{co--ordin--ate}>or>,NN
copperplate,11,17,2.83,{copper}{plate},NN|JJ
coppersmith,11,83,4.42,{copper}{smith},NN
Corinthians,11,929,6.83,{corinth}>ian>>s>,NN
cornerstone,11,1131,7.03,{corner}{stone},NN
corollaries,11,94,4.54,{corollary}>s>,NN
corporation,11,42707,10.66,{corpor--ate}>ion>,NN
corrections,11,9374,9.15,{correct}>ion>>s>,NN
correctness,11,2574,7.85,{correct}>ness>,NN
correlating,11,143,4.96,{correl--ate}>ing>,VB|NN|JJ
correlation,11,4874,8.49,{correl--ate}>ion>,NN
correlative,11,63,4.14,{correl--ative},JJ
corresponds,11,2088,7.64,{co--rrespond}>s>,VB
corroborate,11,300,5.7,{corrobor--ate},VB
corroborees,11,0,0,{corrobor--ee}>s>,NN
corruptible,11,49,3.89,{corrupt}>ible>,JJ
cosmetician,11,2,0.69,NULL,NN
coterminous,11,23,3.14,NULL,JJ
cottonmouth,11,20,3,{cotton}{mouth},NN
countenance,11,326,5.79,{countenance},NN|VB
counterfeit,11,630,6.45,{counterfeit},JJ
counterflow,11,31,3.43,<counter<{flow},NN|VB
countermand,11,26,3.26,{counter--mand},VB
counterpart,11,1725,7.45,<counter<{part},NN
counterplot,11,13,2.56,<counter<{plot},NN|VB
countersign,11,9,2.2,<counter<{sign},VB
congregated,11,63,4.14,{con--greg--ate}>ed>,VB
congressman,11,2784,7.93,{con--gress}>man>,NN
congressmen,11,1354,7.21,{con--gress}>men>,NN
conjectured,11,123,4.81,{conjecture}>ed>,VB|JJ
conjectures,11,249,5.52,{conjecture}>s>,NN|VB
conjugating,11,24,3.18,{con--jug--ate}>ing>,VB|NN|JJ
conjugation,11,119,4.78,{con--jug--ate}>ion>,NN
conjunction,11,4786,8.47,{con--junct}>ion>,NN
conjunctive,11,38,3.64,{con--junct}>ive>,JJ
conjuncture,11,3,1.1,{con--junct}>ure>,NN
conjuration,11,27,3.3,NULL,NN
Connecticut,11,5009,8.52,{connecticut},NN
connections,11,17412,9.76,{connect}>ion>>s>,NN
connoisseur,11,214,5.37,{connoisseur},NN
connotation,11,1011,6.92,{connote}>ation>,NN
connotative,11,30,3.4,{connote}>ative>,JJ
consciences,11,205,5.32,{consc--ience}>s>,NN
consciously,11,1559,7.35,{consc--ious}>ly>,RB
conscripted,11,87,4.47,{con--script}>ed>,VB
consecutive,11,2693,7.9,{con--secutive},JJ
consequence,11,4391,8.39,{consequ--ence},NN
considerate,11,1305,7.17,{consider}>ate>,JJ
considering,11,29379,10.29,{consider}>ing>,VB
consignment,11,347,5.85,{consign}>ment>,NN
consistence,11,21,3.04,{con--sist--ence},NN
consistency,11,3915,8.27,{con--sist--ency},NN
consolation,11,928,6.83,{console}>ation>,NN
consolidate,11,719,6.58,<con<{solid}>ate>,VB
consonantal,11,19,2.94,{con--son--ant}>al>,JJ
conspicious,11,10,2.3,NULL,NULL
conspicuous,11,508,6.23,{conspicuous},JJ
conspirator,11,149,5,{conspire}>ator>,NN
constable's,11,10,2.3,{constable}>'s>,encl
Constantine,11,1421,7.26,{constantine},NN
constrained,11,1248,7.13,{con--strain}>ed>,VB
consternate,11,0,0,{consternate},VB
constituent,11,963,6.87,{con--stitue--nt},NN
constituted,11,958,6.86,{con--stitute}>ed>,VB
constitutes,11,4979,8.51,{con--stitute}>s>,VB
constricted,11,173,5.15,{con--strict}>ed>,JJ|VB
constrictor,11,136,4.91,{con--strict}>or>,NN
constructed,11,19640,9.89,{con--struct}>ed>,VB
constructor,11,2185,7.69,{con--struct}>or>,NN
consultants,11,17285,9.76,{consult}>ant>>s>,NN
consummated,11,95,4.55,{con--summ--ate}>ed>,VB
consumption,11,7032,8.86,{con--sumpt--ion},NN
consumptive,11,38,3.64,{con--sumpt--ive},JJ
containment,11,726,6.59,{con--tain}>ment>,NN
contaminate,11,359,5.88,{contamin--ate},VB
contemplate,11,955,6.86,{contemplate},VB
contentedly,11,130,4.87,{content}>ed>>ly>,RB
contentions,11,189,5.24,{contend}>ion>>s>,NN
contentious,11,461,6.13,{contend}>ious>,JJ
contentment,11,316,5.76,{content}>ment>,NN
contestants,11,824,6.71,{con--test}>ant>>s>,NN
continental,11,5980,8.7,{contin--ent}>al>,JJ
contingency,11,1277,7.15,{conting--ence}>y>,NN
contingents,11,53,3.97,{conting--ent}>s>,NN
continually,11,5188,8.55,{continue}>al>>ly>,RB
continuance,11,312,5.74,{continue}>ance>,NN
contractile,11,21,3.04,NULL,JJ
contracting,11,3456,8.15,{contract}>ing>,NN|VB
contraction,11,1299,7.17,{contract}>ion>,NN
contractors,11,3538,8.17,{contract}>or>>s>,NN
contractual,11,738,6.6,{contract}>ual>,JJ
contradicts,11,1448,7.28,{contra--dict}>s>,VB
contraption,11,351,5.86,{contraption},NN
contrasting,11,528,6.27,{contrast}>ing>,VB|JJ
contributed,11,8164,9.01,{con--tribute}>ed>,VB
contributes,11,1768,7.48,{con--tribute}>s>,VB
contributor,11,2258,7.72,{con--tribute}>or>,NN
contrivance,11,212,5.36,{contrive}>ance>,NN
controllers,11,8579,9.06,{control}>er>>s>,NN
controlling,11,5486,8.61,{control}>ing>,VB
compensated,11,1149,7.05,{com--pens--ate}>ed>,VB|JJ
compensates,11,232,5.45,{com--pens--ate}>s>,VB
competently,11,257,5.55,{compet--ent}>ly>,RB
competition,11,21416,9.97,{compete}>ition>,NN
competitive,11,17005,9.74,{compete}>itive>,JJ
competitors,11,3721,8.22,{compete}>itor>>s>,NN
compilation,11,8771,9.08,{compile}>ation>,NN
complacence,11,13,2.56,{complac--ence},NN
complacency,11,334,5.81,{complac--ence}>y>,NN
complaining,11,8067,9,{complain}>ing>,VB
complection,11,23,3.14,NULL,NN
complements,11,379,5.94,{com--plement}>s>,NN
completions,11,111,4.71,{com--plete}>ion>>s>,NN
complicated,11,10920,9.3,{com--plic--ate}>ed>,VB|JJ
compliments,11,1184,7.08,{compliment}>s>,NN
comportment,11,22,3.09,{comport}>ment>,NN
composition,11,5979,8.7,{com--pose}>it>>ion>,NN
compounding,11,302,5.71,{com--pound}>ing>,VB|NN
compressing,11,996,6.9,{com--press}>ing>,VB
compression,11,18176,9.81,{com--press}>ion>,NN
compressive,11,52,3.95,{com--press}>ive>,JJ
compromised,11,1864,7.53,{compromise}>ed>,VB
compromises,11,850,6.75,{compromise}>s>,NN|VB
comptroller,11,222,5.4,{comptroll--er},NN
compulsions,11,117,4.76,{com--puls--ion}>s>,NN
compunction,11,98,4.58,{compunction},NN
computation,11,3320,8.11,{com--pute}>ation>,NN
computerize,11,127,4.84,{com--pute}>er>>ise>,VB
comradeship,11,39,3.66,{comrade}>ship>,NN
concealment,11,281,5.64,{conceal}>ment>,NN
conceivable,11,1218,7.1,{con--ceive}>able>,JJ
conceivably,11,951,6.86,{con--ceive}>able>>y>,RB
concentrate,11,6190,8.73,{con--centr--ate},VB
conceptions,11,447,6.1,{con--cept}>ion>>s>,NN
concessions,11,1182,7.07,{con--cess--ion}>s>,NN
conciliator,11,20,3,{concil--iate}>or>,NN
conciseness,11,64,4.16,{concise}>ness>,NN
conclusions,11,7718,8.95,{con--clude}>ion>>s>,NN
concomitant,11,239,5.48,{concomit--ant},JJ|NN
concordance,11,546,6.3,{con--cord}>ance>,NN
concurrence,11,253,5.53,{con--cur}>ence>,NN
conditional,11,3333,8.11,{condition}>al>,JJ|NN
conditioned,11,1523,7.33,{condition}>ed>,VB
conditioner,11,772,6.65,{condition}>er>,NN
condolences,11,386,5.96,{condole}>ence>>s>,NN
condominium,11,258,5.55,{con--domin--ium},NN
condonation,11,2,0.69,{condone}>ation>,NN
conductance,11,95,4.55,{con--duct}>ance>,NN
conductor's,11,52,3.95,{con--duct}>or>>'s>,encl
confabulate,11,5,1.61,{con--fabul--ate},VB
confederacy,11,559,6.33,{con--feder--acy},NN
confederate,11,1405,7.25,{con--feder--ate},NN
conferences,11,7556,8.93,{con--fer}>ence>>s>,NN
confessions,11,952,6.86,{confess}>ion>>s>,NN
confidences,11,76,4.33,{confide}>ence>>s>,NN
confinement,11,810,6.7,{con--fine}>ment>,NN
confiscated,11,1409,7.25,{confisc--ate}>ed>,VB
conflicting,11,2469,7.81,{conflict}>ing>,VB|JJ
conformance,11,661,6.49,{con--form}>ance>,NN
conformists,11,37,3.61,{con--form}>ist>>s>,NN
confounding,11,244,5.5,{con--found}>ing>,VB
confronting,11,910,6.81,{con--front}>ing>,VB
coexistence,11,318,5.76,<co<{ex--ist}>ence>,NN
coincidence,11,4333,8.37,{co--incide}>ence>,NN
Coleridge's,11,23,3.14,{coleridge}>'s>,encl
collaborate,11,715,6.57,{col--labor--ate},VB
collapsible,11,157,5.06,{collapse}>ible>,JJ
collectible,11,1214,7.1,{collect}>ible>,JJ
collections,11,6183,8.73,{collect}>ion>>s>,NN
collector's,11,3671,8.21,{collect}>or>>'s>,encl
colonialism,11,482,6.18,{colon--y}>al>>ism>,NN
colonialist,11,89,4.49,{colon--y}>al>>ist>,NN|JJ
combination,11,20582,9.93,{combine}>ation>,NN
comfortable,11,16317,9.7,{comfort}>able>,JJ
comfortably,11,1923,7.56,{comfort}>able>>y>,RB
comfortless,11,9,2.2,{comfort}>less>,JJ
commandment,11,1670,7.42,{co--mmand}>ment>,NN
commemorate,11,566,6.34,{co--mmemor--ate},VB
commendable,11,344,5.84,{commend}>able>,JJ
commentator,11,1024,6.93,{comment}>ate>>or>,NN
commercials,11,4173,8.34,{commerce}>ial>>s>,NN
commiserate,11,102,4.62,{co--mmiser--ate},VB
commissions,11,3578,8.18,{com--miss--ion}>s>,NN|VB
commitments,11,1959,7.58,{com--mit}>ment>>s>,NN
committee's,11,501,6.22,{com--mitt--ee}>'s>,encl
commodities,11,1443,7.27,{commod--ity}>s>,NN
commonplace,11,846,6.74,{common--place},JJ|NN
communicate,11,12666,9.45,{commun--ic--ate},VB
communism's,11,7,1.95,NULL,NULL
communistic,11,95,4.55,{commune}>ist>>ic>,JJ
communities,11,9568,9.17,{commune}>ity>>s>,NN
community's,11,553,6.32,{commune}>ity>>'s>,encl
commutation,11,53,3.97,{com--mute}>ate>>ion>,NN
comparative,11,2250,7.72,{compare}>ative>,JJ
comparisons,11,3867,8.26,{compar--ison}>s>,NN
compartment,11,1436,7.27,{compartment},NN
compatriots,11,521,6.26,<com<{patri--ot}>s>,NN
clandestine,11,910,6.81,{clandestine},JJ
classifiers,11,57,4.04,{class}>ify>>er>>s>,NN
classifying,11,342,5.83,{class}>ify>>ing>,VB|NN
clergyman's,11,6,1.79,{clergy}>man>>'s>,encl
cliffhanger,11,325,5.78,{cliff}{hang}>er>,NN
climatology,11,268,5.59,{climate}>olog--y>,NN
clodhoppers,11,3,1.1,{clod}{hop}>er>>s>,NN
closefisted,11,0,0,NULL,JJ
clothesline,11,353,5.87,{clothes}{line},NN
coagulating,11,15,2.71,{coagul--ate}>ing>,VB|NN|JJ
coalescence,11,17,2.83,{coalesce}>ence>,NN
cobblestone,11,68,4.22,{cobble}{stone},NN
cockleshell,11,2,0.69,{cockle}{shell},NN
cockroaches,11,399,5.99,{cock}{roach}>s>,NN
coeducation,11,38,3.64,<co<{educ--ate}>ion>,NN
coefficient,11,1013,6.92,{co--e--ffic--ient},NN|JJ
chickenfeed,11,4,1.39,{chick--en}{feed},NN
childhood's,11,106,4.66,{child}>hood>>'s>,encl
Chippendale,11,35,3.56,{chippen--dale},NN
chlorophyll,11,153,5.03,{chloro--phyll},NN
choirmaster,11,5,1.61,{choir}{master},NN
cholesterol,11,1630,7.4,{cholesterol},NN
Christendom,11,236,5.46,{christ--en--dom},NN
chronically,11,425,6.05,{chron--ic}>ally>,RB
christening,11,95,4.55,{christ}>en>>ing>,NN|VB
Christine's,11,61,4.11,NULL,NULL
Christopher,11,22430,10.02,{christopher},NN
chroniclers,11,26,3.26,{chron--icle}>er>>s>,NN
chronicle's,11,17,2.83,NULL,NULL
chronograph,11,52,3.95,{chron--ograph},NN
chronometer,11,85,4.44,{chrono--meter},NN
churchgoers,11,30,3.4,{church}{go}>er>>s>,NN
churchgoing,11,6,1.79,{church}{go}>ing>,JJ|VB|NN
Churchill's,11,152,5.02,{churchill}>'s>,encl
circulating,11,1339,7.2,{circul--ate}>ing>,VB
circulation,11,4677,8.45,{circul--ate}>ion>,NN
circulatory,11,174,5.16,{circul--ate}>ory>,JJ
circumpolar,11,37,3.61,<circum<{pole}>ar>,JJ
circumspect,11,156,5.05,{circum--spect},JJ
citizenship,11,9344,9.14,{citizen}>ship>,NN
clairvoyant,11,153,5.03,{clairvoy--ant},JJ|NN
cauliflower,11,238,5.47,{cauliflower},NN
ceaselessly,11,91,4.51,{cease}>less>>ly>,RB
celebrating,11,1634,7.4,{celebr--ate}>ing>,VB
celebration,11,2901,7.97,{celebr--ate}>ion>,NN
celebrities,11,1124,7.02,{celebr--ity}>s>,NN
centimeters,11,426,6.05,{centi--meter}>s>,NN
centralized,11,1385,7.23,{centr--al}>ise>>ed>,JJ
centrifugal,11,264,5.58,{centri--fuge}>al>,JJ
centrifuged,11,5,1.61,{centri--fuge}>ed>,VB|JJ
centripetal,11,113,4.73,{centri--petal},JJ
certifiable,11,140,4.94,{cert--ify}>able>,JJ
certificate,11,6821,8.83,{cert--ifi--cate},NN
chairperson,11,728,6.59,{chair}{person},NN
challenging,11,7291,8.89,{challenge}>ing>,VB|NN|JJ
chamberlain,11,1201,7.09,{chamberlain},NN
chambermaid,11,44,3.78,{chamber}{maid},NN
chancellery,11,30,3.4,{chancel}>ery>,NN
chandeliers,11,63,4.14,{chandelier}>s>,NN
Chattanooga,11,745,6.61,{chattanooga},NN
chauffeured,11,6,1.79,{chauffeur}>ed>,VB|JJ
chauffeur's,11,8,2.08,{chauffeur}>'s>,encl
cheerleader,11,526,6.27,{cheer}{lead}>er>,NN
cheesecloth,11,103,4.63,{cheese}{cloth},NN
cannibalize,11,33,3.5,{cannibal}>ise>,VB
cantilevers,11,37,3.61,{canti--lever}>s>,NN
capacitance,11,608,6.41,{capacit--ance},NN
capitalists,11,1253,7.13,{capit--al}>ist>>s>,NN
capitulated,11,73,4.29,{capitul--ate}>ed>,VB
captivating,11,202,5.31,{capt--ive}>ate>>ing>,JJ|VB
carbonation,11,244,5.5,{carbon}>ation>,NN
cardiograph,11,1,0,{cardi--ograph},NN
carefulness,11,9,2.2,{care}>ful>>ness>,NN
caricatured,11,35,3.56,{caricature}>ed>,VB|JJ
carnivorous,11,1253,7.13,{carn--ivore}>ous>,JJ
carpenter's,11,343,5.84,{carpenter}>'s>,encl
cartoonists,11,262,5.57,{cartoon}>ist>>s>,NN
caseworkers,11,19,2.94,{case}{work}>er>>s>,NN
castigation,11,10,2.3,{castigate}>ion>,NN
cataclysmic,11,217,5.38,{cataclysmic},JJ
catapulting,11,32,3.47,{catapult}>ing>,VB|NN
catastrophe,11,1027,6.93,{catastroph--e},NN
catchphrase,11,66,4.19,{catch}{phrase},NN
categorical,11,478,6.17,{categor--ic}>al>,JJ
categorized,11,772,6.65,{categor--ize}>ed>,VB
caterpillar,11,413,6.02,{caterpillar},NN
Catherine's,11,126,4.84,{catherine}>'s>,encl
Catholicism,11,920,6.82,{catholic}>ism>,NN
bureaucrats,11,1642,7.4,{bureau--crat}>s>,NN
bushwhacked,11,5,1.61,NULL,NULL
businessman,11,1420,7.26,{business}>man>,NN
businessmen,11,1745,7.46,{business}>men>,NN
butterflies,11,673,6.51,{butter}{fly}>s>,NN
buttonholes,11,124,4.82,{button}{hole}>s>,NN|VB
cacophonist,11,0,0,{cacophon--ist},NN
cacophonous,11,79,4.37,{cacophon--ous},JJ
calculators,11,1030,6.94,{calcul--ate}>or>>s>,NN
calculating,11,1849,7.52,{calcul--ate}>ing>,VB|NN|JJ
calculation,11,3913,8.27,{calcul--ate}>ion>,NN
calibrating,11,223,5.41,{calibrate}>ing>,VB|NN
calibration,11,2629,7.87,{calibrate}>ion>,NN
calligraphy,11,171,5.14,{calli--graph--y},NN
callousness,11,115,4.74,{callous}>ness>,NN
calorimeter,11,106,4.66,{calori--meter},NN
camaraderie,11,199,5.29,{camaraderie},NN
camouflaged,11,126,4.84,{camouflage}>ed>,JJ|VB
campaigners,11,156,5.05,{campaign}>er>>s>,NN
campaigning,11,1038,6.95,{campaign}>ing>,VB|NN
campgrounds,11,353,5.87,{camp}{ground}>s>,NN
candescence,11,0,0,NULL,NULL
candlelight,11,388,5.96,{candle}{light},NN
candlepower,11,23,3.14,{candle}{power},NN
candlestick,11,189,5.24,{candle}{stick},NN
bricklayers,11,20,3,{brick}{lay}>er>>s>,NN
bricklaying,11,11,2.4,{brick}{lay}>ing>,VB|NN|JJ
bridesmaids,11,416,6.03,{bride}>s>{maid}>s>,NN
brilliantly,11,583,6.37,{brilli--ant}>ly>,RB
broadcaster,11,793,6.68,{broad}{cast}>er>,NN
broadminded,11,73,4.29,{broad}-{mind}>ed>,JJ
bronchiolar,11,1,0,{bronchi--ole}>ar>,JJ
brotherhood,11,1335,7.2,{brother}>hood>,NN
brutalities,11,61,4.11,{brute}>al>>ity>>s>,NN
bulletproof,11,353,5.87,{bullet}{proof},JJ
bullfighter,11,33,3.5,{bull}{fight}>er>,NN
bureaucracy,11,2182,7.69,{bureau--cracy},NN
bookbindery,11,0,0,{book}{bind}>ery>,NN
bookkeeping,11,514,6.24,{book}{keep}>ing>,NN|VB
bookshelves,11,229,5.43,{book}{shelf}>s>,NN
bootleggers,11,169,5.13,{boot}{legg}>er>>s>,NN
bootlegging,11,131,4.88,{boot}{legg}>ing>,NN|VB
borderlands,11,195,5.27,{border}{land}>s>,NN
bottlenecks,11,378,5.93,{bottle}{neck}>s>,NN
bourgeoisie,11,515,6.24,{bourgeoisie},NN
braggadocio,11,60,4.09,{braggadocio},NN
brandishing,11,174,5.16,{brandish}>ing>,VB|NN
breadbasket,11,37,3.61,{bread}{basket},NN
breadwinner,11,91,4.51,{bread}{winn}>er>,NN
breakfasted,11,8,2.08,{break--fast}>ed>,VB
breakwaters,11,21,3.04,{break}{water}>s>,NN
breastplate,11,124,4.82,{breast}{plate},NN
breathalyse,11,0,0,{breath--a--lyse},NN|VB|JJ
bittersweet,11,315,5.75,{bitter}{sweet},JJ|NN
blackmailed,11,130,4.87,{black}{mail}>ed>,VB
blackmailer,11,21,3.04,{black}{mail}>er>,NN
blameworthy,11,31,3.43,{blame}>worth--y>,JJ
blasphemies,11,28,3.33,{blaspheme}>y>>s>,NN
blasphemous,11,445,6.1,{blaspheme}>ous>,JJ
blindfolded,11,555,6.32,{blind}{fold}>ed>,VB
blockbuster,11,1395,7.24,{block}{bust}>er>,NN
bloodhounds,11,366,5.9,{blood}{hound}>s>,NN
bloodstains,11,31,3.43,{blood}{stain}>s>,NN
bloodstream,11,552,6.31,{blood}{stream},NN
bloodsucker,11,40,3.69,{blood}{suck}>er>,NN
blueberries,11,206,5.33,{blue}>berry>>s>,NN
blunderings,11,5,1.61,{blunder}>ing>>s>,NN
bodybuilder,11,209,5.34,{body}{build}>er>,NN
bombardment,11,581,6.36,{bombard}>ment>,NN
beggarwoman,11,0,0,{beg}>ar>{woman},NN
beguilement,11,1,0,{be--guile}>ment>,NN
belligerent,11,432,6.07,{belliger--ent},JJ
belowground,11,1,0,NULL,JJ
Benedictine,11,151,5.02,{bene--dict}>ine>,JJ|NN
benediction,11,147,4.99,{bene--dict}>ion>,NN
benefaction,11,9,2.2,{bene--fact--ion},NN
beneficence,11,23,3.14,{benefic--ence},NN
beneficiary,11,557,6.32,{benefici--ary},NN
beneficient,11,71,4.26,NULL,NULL
benevolence,11,378,5.93,{bene--vol--ence},NN
bereavement,11,167,5.12,{bereave}>ment>,NN
besmirching,11,24,3.18,{be--smirch}>ing>,VB|NN
bestselling,11,118,4.77,{best}{sell}>ing>,JJ
bibliophile,11,74,4.3,{biblio--phile},NN
bicarbonate,11,189,5.24,<bi<{carbon}>ate>,NN
bimolecular,11,5,1.61,<bi<{molecule}>ar>,JJ
biochemical,11,793,6.68,<bio<{chem--ical},JJ
biographers,11,85,4.44,{bio--graph--er}>s>,NN
biophysical,11,133,4.89,<bio<{phys--ic--al},JJ
bisexuality,11,477,6.17,<bi<{sex}>ual>>ity>,NN
barbiturate,11,21,3.04,{barbiturate},NN
barnstormer,11,17,2.83,{barn}{storm}>er>,NN
battlefield,11,1729,7.46,{battle}{field},NN
battlefront,11,36,3.58,{battle}{front},NN
battlements,11,53,3.97,{battle}>ment>>s>,NN
beachcomber,11,38,3.64,{beach}{comb}>er>,NN
beautifully,11,2426,7.79,{beauty}>ful>>ly>,RB
beautifying,11,21,3.04,{beauty}>fy>>ing>,VB|NN|JJ
Beethoven's,11,572,6.35,{beethoven}>'s>,encl
auditioning,11,203,5.31,{aud--ition}>ing>,VB|NN
Augustine's,11,88,4.48,{augustine}>'s>,encl
authorities,11,12622,9.44,{author--ity}>s>,NN
authority's,11,163,5.09,{author--ity}>'s>,encl
authorizing,11,394,5.98,{author--ize}>ing>,VB
autocracies,11,4,1.39,{auto--cracy}>s>,NN
autoerotism,11,0,0,NULL,NN
automobiles,11,1463,7.29,{auto--mobile}>s>,NN
auxiliaries,11,43,3.76,{auxiliary}>s>,NN
awkwardness,11,141,4.95,{awkward}>ness>,NN
axiological,11,1,0,NULL,JJ
Babylonians,11,264,5.58,NULL,NULL
backgrounds,11,3632,8.2,{back}{ground}>s>,NN
ballplayers,11,144,4.97,NULL,NULL
Baltimore's,11,49,3.89,NULL,NULL
articulated,11,665,6.5,{articul--ate}>ed>,VB|JJ
artillerist,11,1,0,NULL,NULL
ascertained,11,400,5.99,{as--certain}>ed>,VB
aspirations,11,1198,7.09,{a--spire}>ate>>ion>>s>,NN
assassinate,11,450,6.11,{assassin}>ate>,VB
assemblages,11,34,3.53,{a--ssemble}>age>>s>,NN
assemblyman,11,143,4.96,NULL,NN
assessments,11,878,6.78,{assess}>ment>>s>,NN
assignation,11,19,2.94,{assign}>ation>,NN
assignments,11,5070,8.53,{assign}>ment>>s>,NN
assimilated,11,1010,6.92,{a--ssimil--ate}>ed>,VB
associating,11,599,6.4,{a--ssoci--ate}>ing>,VB
association,11,34963,10.46,{a--ssoci--ate}>ion>,NN
assumptions,11,6767,8.82,{a--ssumpt--ion}>s>,NN
astigmatism,11,175,5.16,{a--stigmat--ism},NN
astonishing,11,1356,7.21,{astonish}>ing>,JJ|VB
astringency,11,15,2.71,NULL,NULL
athleticism,11,140,4.94,{athlete}>ic>>ism>,NN
atmospheres,11,282,5.64,{atmo--sphere}>s>,NN
atmospheric,11,3857,8.26,{atmo--sphere}>ic>,JJ
atrociously,11,71,4.26,{atroci--ous}>ly>,RB
attachments,11,2698,7.9,{a--ttach}>ment>>s>,NN
attainments,11,43,3.76,{a--ttain}>ment>>s>,NN
attentively,11,101,4.62,{attend}>ive>>ly>,RB
attractions,11,1834,7.51,{attract}>ion>>s>,NN
attributing,11,568,6.34,{a--ttribute}>ing>,VB
attribution,11,1843,7.52,{a--ttribute}>ion>,NN
audiovisual,11,224,5.41,<audio<{vis--ual},JJ|NN
aphrodisiac,11,350,5.86,{aphrodisiac},NN|JJ
apocalyptic,11,494,6.2,{apo--calyptic},JJ
Appalachian,11,899,6.8,{appalachia}>n>,NN|JJ
appallingly,11,102,4.62,{appall}>ing>>ly>,RB
appearances,11,3373,8.12,{appear}>ance>>s>,NN
appeasement,11,206,5.33,{appease}>ment>,NN
application,11,87255,11.38,{a--pplic--ate}>ion>,NN
appointment,11,4706,8.46,{appoint}>ment>,NN
apportioned,11,125,4.83,<a<{portion}>ed>,VB
appreciable,11,531,6.27,{a--ppreci--able},JJ
appreciably,11,299,5.7,{a--ppreci--able}>y>,RB
appreciated,11,60385,11.01,{a--ppreci--ate}>ed>,VB|JJ
appreciates,11,668,6.5,{a--ppreci--ate}>s>,VB
apprehended,11,282,5.64,{a--pprehend}>ed>,VB
apprenticed,11,78,4.36,{apprentice}>ed>,VB
apprentices,11,238,5.47,{apprentice}>s>,NN
approaching,11,4386,8.39,{approach}>ing>,VB
approbation,11,74,4.3,{a--pprob--ation},NN
appropriate,11,52628,10.87,{a--ppropri--ate},JJ|NN
approvingly,11,102,4.62,{approve}>ing>>ly>,RB
approximate,11,3680,8.21,{a--pproxim--ate},JJ
arbitrarily,11,1678,7.43,{arbitr--ary}>ly>,RB
arbitration,11,1620,7.39,{arbitr--ate}>ion>,NN
archaeology,11,1462,7.29,{archaeo--log--y},NN
archdiocese,11,87,4.47,<arch<{diocese},NN
archipelago,11,205,5.32,{archipelago},NN
architect's,11,74,4.3,{architect}>'s>,encl
Argentinian,11,193,5.26,{argentine}>ian>,JJ
aristocracy,11,393,5.97,{aristo--cracy},NN
aristocrats,11,164,5.1,{aristo--crat}>s>,NN
Aristotle's,11,148,5,{aristotle}>'s>,encl
arraignment,11,189,5.24,{arraign}>ment>,NN
arrangement,11,6832,8.83,{arrange}>ment>,NN
ambiguities,11,349,5.86,{ambigu--ity}>s>,NN
ambitiously,11,9,2.2,{ambit--ious}>ly>,RB
ambivalence,11,185,5.22,{ambi--val--ence},NN
